"company_name","company_number","company_status","company_type","company_subtype","removed_date","registered_date","nature_of_business","registered_office_address","postcode","sectorCodes","incorporation_year","incorporation_month","incorporation_day","dissolution_year","dissolution_month","dissolution_day","Latitude","Longitude"
"OAK TREE INTERNATIONAL LIMITED","6666996","Active","Private limited company","","","","99999","Natwest Chambers 143-146 High Street Cradley Heath West Midlands B64 5HJ","B64 5HJ","99","2008","8","7","","","","52.4721103","-2.082174",
"NPS DESIGN ENGINEERING LIMITED","13083944","Active","Private limited company","","","","71121 74100","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","71 74","2020","12","16","","","","52.4736945","-2.0792254",
"C.D. COLEMAN & SONS LIMITED","9706187","Active","Private limited company","","","","43210","5 Ave Maria Close Cradley Heath B64 6HA","B64 6HA","43","2015","7","28","","","","52.474332700000005","-2.0743687304699465",
"MJS CARS AND TRANSPORT LTD","12322522","Active","Private limited company","","","","53202","87 Denby Way Cradley Heath B64 5RF","B64 5RF","53","2019","11","19","","","","52.4873051","-2.0639498",
"B & G GRINDING & FLUTING SERVICES LIMITED","4257480","Active","Private limited company","","","","25990","13 Stourdale Road Cradley Heath B64 7BG","B64 7BG","25","2001","7","23","","","","52.4679152","-2.0834629",
"KIMBER DROP FORGINGS LIMITED","3175857","Active","Private limited company","","","","25500","Gawne Lane Old Hill Cradley Heath B64 5QZ","B64 5QZ","25","1996","3","20","","","","0","0",
"NS WORTHINGTON LTD","13709090","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","82","2021","10","28","","","","52.47162","-2.05652",
"WLKR LTD","12275173","Active","Private limited company","","","","74209","3 Petford Street Cradley Heath B64 6DZ","B64 6DZ","74","2019","10","22","","","","52.4734763","-2.0715717",
"K B LANDSCAPES LTD","4522994","Active","Private limited company","","","","82990","C/O Concept Accountancy Services 1 Market Square High Street Cradley Heath B64 5HH","B64 5HH","82","2002","8","30","","","","52.47137","-2.08332",
"M AND A CONTRACTING LIMITED","8986850","Active","Private limited company","","","","49410","37 Harcourt Road Cradley Heath B64 7HN","B64 7HN","49","2014","4","8","","","","52.4705136","-2.0640139",
"CROWNAXE PROPERTIES LIMITED","2030981","Active","Private limited company","","","","68209","24 Upper High Street Cradley Heath Sandwell B64 5HX","B64 5HX","68","1986","6","24","","","","52.474511","-2.077396",
"BRIGGS AMASCO LIMITED","3541311","Active","Private limited company","","","","43910","Amasco House 101 Powke Lane Cradley Heath B64 5PX","B64 5PX","43","1998","4","6","","","","52.4802852","-2.0578961",
"M. BILLINGHAM HOLDINGS LIMITED","11976966","Active","Private limited company","","","","15120","City Estate Corngreaves Road Cradley Heath B64 7EP","B64 7EP","15","2019","5","2","","","","52.469640444444444","-2.077710111111111",
"TEAMSPED LIMITED","2530149","Active","Private limited company","","","","49410","Units 4 & 5 Waterfall Lane Trading Estate Cradley Heath B64 6PU","B64 6PU","49","1990","8","13","","","","52.47400345","-2.057472255288384",
"UNION DEVELOPMENT & COMMERCIAL LTD","12973105","Active","Private limited company","","","","45200","17 Linton Road Craley Heath B64 5NR","B64 5NR","45","2020","10","26","","","","52.4814099","-2.0657",
"QA ASSURED LIMITED","10697892","Active","Private limited company","","","","62090","18 Claremont Street Cradley Heath B64 6HH","B64 6HH","62","2017","3","30","","","","52.4758163","-2.0732823",
"MARLIE AUTOMOTIVE SUPPLIES LTD","13332845","Active","Private limited company","","","","45320","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","45","2021","4","14","","","","52.4736945","-2.0792254",
"CLINICPHARMA LIMITED","5423431","Active","Private limited company","","","","46460","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","46","2005","4","13","","","","52.4736945","-2.0792254",
"APERTURE EVENTS LTD","8662446","Active","Private limited company","","","","74202","Chester Road Cradley Heath B64 6AA","B64 6AA","74","2013","8","23","","","","52.469522","-2.0873582",
"ELITE RECOVERY (MIDLANDS) LTD","4924589","Active","Private limited company","","","","82990","13 Stourdale Road Cradley Heath B64 7BG","B64 7BG","82","2003","10","7","","","","52.4679152","-2.0834629",
"DENTAL AND FACIAL AESTHETICS SPECIALISTS LTD","12715747","Active","Private limited company","","","","86230","30 High Street Cradley Heath B64 5HL","B64 5HL","86","2020","7","3","","","","52.471944","-2.08229",
"HOLYHEAD PROPERTY LIMITED","14550452","Active","Private limited company","","","","68100 68201 68209 68320","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","68   ","2022","12","20","","","","52.4736945","-2.0792254",
"DOTUN LIMITED","14386325","Active","Private limited company","","","","84120","Flat 1 97a High Street Cradley Heath 97a High Street Cradley Heath Flat 1 Cradley Heath B64 5HE","B64 5HE","84","2022","9","29","","","","52.4922108","-2.0643666468874695",
"PROLINE ELECTRICS LIMITED","14184649","Active","Private limited company","","","","43210","62 Timbertree Crescent Cradley Heath B64 7ND","B64 7ND","43","2022","6","20","","","","52.4634987","-2.0670301",
"TOPMARK INTERNATIONAL LTD","15384518","Active","Private limited company","","","","87900","99 Timbertree Crescent Cradley Heath B64 7NR","B64 7NR","87","2024","1","3","","","","52.4631075","-2.0719249",
"APELLES LTD","14190339","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","49","2022","6","23","","","","52.47162","-2.05652",
"SARHU LTD","14196432","Active","Private limited company","","","","82990","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","82","2022","6","27","","","","52.47162","-2.05652",
"SAN JACINTO LTD","14190781","Active","Private limited company","","","","82990","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","82","2022","6","23","","","","52.47162","-2.05652",
"SMITH & SMITH IT SERVICES LIMITED","14571103","Active","Private limited company","","","","62020","12 Granville Road Cradley Heath B64 7QJ","B64 7QJ","62","2023","1","4","","","","52.4705983","-2.049828",
"CLUB OCHO RIOS LIMITED","15309468","Active","Private limited company","","","","56301","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","56","2023","11","27","","","","52.4736945","-2.0792254",
"LEAP PROPERTY DEVELOPMENTS LTD","14511097","Active","Private limited company","","","","41100","50a Best Street Cradley Heath B64 5PA","B64 5PA","41","2022","11","28","","","","52.4790002","-2.0659043",
"1ST CALL TRANSPORT LIMITED","14011270","Active","Private limited company","","","","8990","18 Fieldfare Close Cradley Heath B64 5QH","B64 5QH","8","2022","3","30","","","","52.48783","-2.06636",
"ERANTHEMUM LTD","14598113","Active","Private limited company","","","","43390","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","43","2023","1","17","","","","52.47162","-2.05652",
"DIPTERIS LTD","14551022","Active","Private limited company","","","","43390","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","43","2022","12","20","","","","52.47162","-2.05652",
"BODY IN MOTION LTD","15394777","Active","Private limited company","","","","96040","34 Unitt Drive Cradley Heath B64 6DB","B64 6DB","96","2024","1","8","","","","52.47109600000001","-2.0699899999999998",
"WAHID MOTORS LTD","14496276","Active","Private limited company","","","","45112 45200","117 Highgate Street Cradley Heath Birmingham B64 5RU","B64 5RU","45 ","2022","11","21","","","","52.477383","-2.066658",
"CREWE VICTORIA PROPERTIES LIMITED","14358553","Active","Private limited company","","","","64209","Suite A Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","64","2022","9","15","","","","52.4736945","-2.0792254",
"LITTLE SASSY’S SPA LTD","14491466","Active","Private limited company","","","","96020","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","96","2022","11","17","","","","52.4736945","-2.0792254",
"KW ALLOYS LIMITED","14548742","Active","Private limited company","","","","45200","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","45","2022","12","19","","","","52.4721103","-2.082174",
"NOONAN FIRE & SECURITY LIMITED","14537792","Active","Private limited company","","","","43210","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","43","2022","12","13","","","","52.4721103","-2.082174",
"PLUSH BEAUTY LOUNGE LTD","14579117","Active","Private limited company","","","","96020","121 High Street Cradley Heath Birmingham B64 5HE","B64 5HE","96","2023","1","9","","","","52.47157676666667","-2.083769666666667",
"GIFTEDYOU LTD","15461199","Active","Private limited company","","","","47910","2 Barrs Crescent Cradley Heath B64 7EY","B64 7EY","47","2024","2","2","","","","52.4685815","-2.0649533",
"JME HOMES GOLDENTREE LIMITED","14141761","Active","Private limited company","","","","41202","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","41","2022","5","30","","","","52.4721103","-2.082174",
"WASHED UNDER PRESSURE LTD","14656540","Active","Private limited company","","","","81299","55 Valley Road Cradley Heath B64 7LT","B64 7LT","81","2023","2","12","","","","52.46555064285714","-2.072464071428571",
"PRITAM PROPERTY SERVICES LIMITED","14708170","Active","Private limited company","","","","68100 68209 68310 68320","Sandwell Accountancy Services Ltd Upper High Street Cradley Heath B64 5HY","B64 5HY","68   ","2023","3","6","","","","52.4736945","-2.0792254",
"FAST AND FURIOS TRANS LIMITED","15406177","Active","Private limited company","","","","49410","15a High Street Cradley Heath B64 5HG","B64 5HG","49","2024","1","11","","","","52.47248","-2.081241",
"UNDERGROUND TENBY LIMITED","14047796","Active","Private limited company","","","","47640 47710","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","47 ","2022","4","14","","","","52.4721103","-2.082174",
"ESPERANCE HEALTH CARE LTD","15415622","Active","Private limited company","","","","87300","10 Tinsley Avenue Cradley Heath B64 5JD","B64 5JD","87","2024","1","16","","","","52.4760768","-2.0720457",
"AFFLUENCE ASSOCIATES LTD","14501829","Active","Private limited company","","","","68100 68209 68310 68320","R K Accountancy Services 4 High Street Cradley Heath B64 5HP","B64 5HP","68   ","2022","11","23","","","","52.4721103","-2.082174",
"LUXOR EVENTS (SANDWELL) LTD","14593001","Active","Private limited company","","","","68202","152 Reddal Hill Road Cradley Heath B64 5JJ","B64 5JJ","68","2023","1","15","","","","52.4755389","-2.075012",
"CHERRY BURTON LTD","13893689","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","82","2022","2","4","","","","52.47162","-2.05652",
"BRIDGE STUDIO LTD","14574840","Active","Private limited company","","","","82990","13 Stourdale Road Cradley Heath B64 7BG","B64 7BG","82","2023","1","6","","","","52.4679152","-2.0834629",
"NERDATA SOLUTIONS LTD","13860835","Active","Private limited company","","","","62020 62090 63110 63120","59 Silverthorne Lane Cradley Heath B64 5AP","B64 5AP","62  63 ","2022","1","20","","","","52.4716748","-2.0899613",
"BMG PROPCO UK LTD","14172356","Active","Private limited company","","","","68100 68209","Regis House 223 Halesowen Road Cradley Heath B64 6JE","B64 6JE","68 ","2022","6","14","","","","52.4739761","-2.0661563",
"VARNI AND VARIS OPTICAL LIMITED","14981234","Active","Private limited company","","","","47782 86900","Sandwell Accountancy Services Ltd Upper High Street Cradley Heath B64 5HY","B64 5HY","47 86","2023","7","5","","","","52.4736945","-2.0792254",
"KIRSTY MARIE DEA LIMITED","13850767","Active","Private limited company","","","","99999","20 Barrs Road Cradley Heath B64 7HG","B64 7HG","99","2022","1","15","","","","52.466702","-2.0729548",
"MORGAN REES LIMITED","14530666","Active","Private limited company","","","","64209","195 High Street Cradley Heath B64 5HW","B64 5HW","64","2022","12","8","","","","52.4721103","-2.082174",
"JK SINGLETON LTD","14029099","Active","Private limited company","","","","8990","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","8","2022","4","6","","","","52.47162","-2.05652",
"DAVIESIA LTD","14543877","Active","Private limited company","","","","52103","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","52","2022","12","15","","","","52.47162","-2.05652",
"THE IMAGING GROUP LIMITED","14170616","Active","Private limited company","","","","64209","Chester Road Cradley Heath B64 6AA","B64 6AA","64","2022","6","14","","","","52.469522","-2.0873582",
"SEA GOODS LIMITED","15356231","Active","Private limited company","","","","47290","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","47","2023","12","16","","","","52.4736945","-2.0792254",
"WBA HOLDINGS LTD","13920258","Active","Private limited company","","","","46730","31a Newtown Street Cradley Heath B64 5LD","B64 5LD","46","2022","2","16","","","","52.4764558","-2.0764245",
"CRADLEY ALL DAYS LTD","14787768","Active","Private limited company","","","","96090","1 Cradley Road Cradley Heath B64 6AG","B64 6AG","96","2023","4","10","","","","52.470281","-2.084968",
"KEJ AUTOS LTD","14413003","Active","Private limited company","","","","45112 45200 81299","23 Woodfield Avenue Cradley Heath B64 6AS","B64 6AS","45  81","2022","10","12","","","","52.4709841","-2.0803842",
"AMJ GLOBAL LTD","14417662","Active","Private limited company","","","","47910","18 Trinity Street Cradley Heath B64 6HS","B64 6HS","47","2022","10","13","","","","52.4756853","-2.0696991",
"MEADOW GARDEN LIMITED","14452181","Active","Private limited company","","","","56103","1 Meadow Walk Cradley Heath B64 7EG","B64 7EG","56","2022","10","31","","","","52.4701","-2.0745241",
"REVEAL BEAUTY LTD","15195463","Active","Private limited company","","","","96020","95 Denby Way Cradley Heath B64 5RF","B64 5RF","96","2023","10","8","","","","52.4873051","-2.0639498",
"OKAASAN PROPERTIES LTD","15225977","Active","Private limited company","","","","68100","14 Rowley Hill View Cradley Heath B64 7ER","B64 7ER","68","2023","10","20","","","","52.4695694","-2.064321",
"BKNIGHTS SOLUTIONS LTD","15164461","Active","Private limited company","","","","42220 61100 61900","25 Church Street Cradley Heath B64 6DS","B64 6DS","42 61 ","2023","9","26","","","","52.4745791","-2.0683724",
"THARA FOOD STORE LTD","15185866","Active","Private limited company","","","","47110","5-6 Trinity Centre Halesowen Road Cradley Heath B64 6HU","B64 6HU","47","2023","10","4","","","","52.476375","-2.068042",
"FUSE CREATIVE LIMITED","15196483","Active","Private limited company","","","","73120","20 Pilkington Way Cradley Heath B64 5RA","B64 5RA","73","2023","10","9","","","","52.4879121","-2.0635951",
"INVICTA SUPPLIES (MIDLANDS) LIMITED","15293476","Active","Private limited company","","","","46900","Unit 8 76 Graingers Lane Cradley Heath B64 7BS","B64 7BS","46","2023","11","19","","","","52.4687399","-2.07933",
"CLYDESDALE HOLDINGS LTD","15300872","Active","Private limited company","","","","64209 70100","Clydesdale Holdings Ltd Corngreaves Road Cradley Heath B64 7DG","B64 7DG","64 70","2023","11","21","","","","52.4670862","-2.0776047",
