"company_name","company_number","company_status","company_type","company_subtype","removed_date","registered_date","nature_of_business","registered_office_address","postcode","sectorCodes","incorporation_year","incorporation_month","incorporation_day","dissolution_year","dissolution_month","dissolution_day","Latitude","Longitude"
"RONY COURIER SERVICES LIMITED","15217624","Active","Private limited company","","","","53201","26 Millfields Road Westbromwich B71 2NP","B71 2NP","53","2023","10","17","","","","52.54265160000001","-2.0031242",
"MUYUMIAC LIMITED","15220882","Active","Private limited company","","","","86900","13 Bird End West Bromwich B71 3EA","B71 3EA","86","2023","10","18","","","","52.5406564","-1.9760669",
"LOVEFAMI LTD","15036257","Active","Private limited company","","","","47710","8 Allerton Lane West Bromwich B71 2HS","B71 2HS","47","2023","7","28","","","","52.5408551","-2.0000006",
"SUNSHINE GLOBAL TRADES LIMITED","15037023","Active","Private limited company","","","","74990","3 Essex Avenue West Bromwich B71 1HU","B71 1HU","74","2023","7","29","","","","52.536738","-1.992334",
"SIMONE SINGH LIMITED","15284213","Active","Private limited company","","","","56103","14 Parsonage Street West Bromwich B71 4DL","B71 4DL","56","2023","11","14","","","","52.530678","-1.9874852",
"LADIES OF LEISURE LTD","14354853","Active","Private limited company","","","","93290","14 Lellow Street West Bromwich B71 2HP","B71 2HP","93","2022","9","13","","","","52.5405087","-2.0000195",
"MIHDARYAN LTD","14198507","Active","Private limited company","","","","56290","63 Ruskin Street West Bromwich B71 1LR","B71 1LR","56","2022","6","27","","","","52.5281254","-1.9989124",
"HARJ TRANSPORT LIMITED","14222040","Active","Private limited company","","","","49410","50 Westminster Road West Bromwich B71 2JN","B71 2JN","49","2022","7","7","","","","52.54530258333333","-1.9922805833333335",
"RULI LIMITED","15232059","Active","Private limited company","","","","78200","23 Stoney Lane West Bromwich B71 4ER","B71 4ER","78","2023","10","24","","","","52.52448019999999","-1.988599",
"PARTNER BUILDERS LTD","15236177","Active","Private limited company","","","","41202 43220 43341 95220","72 Coles Lane West Bromwich B71 2QL","B71 2QL","41 43  95","2023","10","25","","","","52.539508","-1.999895",
"AK HEATING AND BUILDING LTD","15236614","Active","Private limited company","","","","43220","65 Grafton Road West Bromwich B71 4EB","B71 4EB","43","2023","10","25","","","","52.52448019999999","-1.988599",
"MONGOOSE OPTICS LIMITED","15236965","Active","Private limited company","","","","86210","Flat 11 Kynaston House Rydding Lane West Bromwich B71 2HD","B71 2HD","86","2023","10","25","","","","52.54257","-2.00099",
"VIP BEST CONSTRUCTION LTD","15258532","Active","Private limited company","","","","41202 43390 81210 81299","72 Coles Lane West Bromwich B71 2QL","B71 2QL","41 43 81 ","2023","11","3","","","","52.539508","-1.999895",
"DIGITALPULSE INNOVATIONS LTD","15293844","Active","Private limited company","","","","63120 73110","Flat 6 Briarley Beaconview Road West Bromwich B71 3PG","B71 3PG","63 73","2023","11","20","","","","52.547227","-1.9741316000000002",
"L23 DIGITAL LTD","14205525","Active","Private limited company","","","","62020","22 Hollyhedge Road West Bromwich B71 3AA","B71 3AA","62","2022","6","30","","","","52.540572","-1.982039",
"NEERAJ CHUGH LTD","14390594","Active","Private limited company","","","","41201","55c Tompstone Road West Bromwich B71 3TB","B71 3TB","41","2022","10","1","","","","52.5404691","-1.9721477",
"WEST MIDLANDS TRANSPORT LTD","15369267","Active","Private limited company","","","","49390 53202 77110 78300","51 Hollyhedge Road West Bromwich B71 3BS","B71 3BS","49 53 77 78","2023","12","23","","","","52.53801933333333","-1.9823823333333332",
"BRIDGEHOLME LIMITED","15371771","Active","Private limited company","","","","68100 68209","33 Warstone Drive West Bromwich B71 4BH","B71 4BH","68 ","2023","12","27","","","","52.5279122","-1.9832022999999999",
"BROWNIE CHE LTD","13841481","Active","Private limited company","","","","10710","Hawthorns Court Colliery Road West Bromwich B71 4JS","B71 4JS","10","2022","1","11","","","","52.5096906","-1.9652818000000003",
"REDSTAR HOMES LIMITED","13859825","Active","Private limited company","","","","41100","76 Church Lane West Bromwich B71 1AS","B71 1AS","41","2022","1","19","","","","52.531848600000004","-1.9979859999999998",
"CARAVAN FUNNELS 4U LTD","14050384","Active","Private limited company","","","","22290","81 Rayford Drive West Bromwich B71 3QW","B71 3QW","22","2022","4","17","","","","52.5492566","-1.9756486",
"V TECH SHIELD LIMITED","15438809","Active","Private limited company","","","","62020","143 Meadow Avenue West Bromwich B71 3EJ","B71 3EJ","62","2024","1","24","","","","52.5435014","-1.9727876",
"FIELDEWS LTD","15455859","Active","Private limited company","","","","82990","20 Needwood Grove Staffordshire West Bromwich B71 3NJ","B71 3NJ","82","2024","1","31","","","","52.54692","-1.98565",
"GAINETT LTD","13832312","Active","Private limited company","","","","86102 87100","3 Tiverton Drive West Bromwich B71 1DA","B71 1DA","86 87","2022","1","6","","","","52.533629600000005","-1.9995528",
"AP ELECTRIC & PLUMBING LTD","14278393","Active","Private limited company","","","","68100","15 Burghley Drive West Bromwich B71 3LX","B71 3LX","68","2022","8","5","","","","52.54554822222222","-1.9833851111111112",
"SAVE1 LTD","13833036","Active","Private limited company","","","","99999","11 Scafell Way West Bromwich B71 1DN","B71 1DN","99","2022","1","6","","","","52.53359954545454","-1.999288909090909",
"FAFIB UK LTD","15406028","Active","Private limited company","","","","47910","32 Beaconsfield Street West Bromwich B71 1PU","B71 1PU","47","2024","1","11","","","","52.5275714","-1.9918378",
"JS BUSINESS ADVISORS LIMITED","14074634","Active","Private limited company","","","","70229","58-60a Seagar Street West Bromwich Birmingham B71 4AN","B71 4AN","70","2022","4","28","","","","52.52183466666666","-1.986541777777778",
"PUREWAL PROPERTY GROUP LIMITED","14023713","Active","Private limited company","","","","68100 68209","230 Walsall Road West Bromwich B71 3LS","B71 3LS","68 ","2022","4","4","","","","52.545271","-1.982851",
"C G CHIBUDU LIMITED","14354570","Active","Private limited company","","","","86102 87100","64 Whittington Close West Bromwich B71 3EX","B71 3EX","86 87","2022","9","13","","","","52.5432486","-1.9745085",
"SAVOUR GRILLED LTD","14432825","Active","Private limited company","","","","56103","19 Vowles Road West Bromwich B71 1AT","B71 1AT","56","2022","10","20","","","","52.534163","-1.9900558571428573",
"GND FINANCIAL SERVICES LTD","15325161","Active","Private limited company","","","","64922","56 Stanway Road West Bromwich B71 1RW","B71 1RW","64","2023","12","3","","","","52.532838600000005","-1.9898547999999998",
"NURSCARE LIMITED","14453570","Active","Private limited company","","","","86102","4 Millersdale Drive West Bromwich B71 3PX","B71 3PX","86","2022","10","31","","","","52.547227","-1.9741316000000002",
"51DHU LTD","15304036","Active","Private limited company","","","","68320","15 Hopkins Drive West Bromwich B71 3RR","B71 3RR","68","2023","11","22","","","","52.53677133333334","-1.9824263333333334",
"H HAIR CUTS LTD","15300278","Active","Private limited company","","","","96020","6 Crankhall Lane West Bromwich B71 3JY","B71 3JY","96","2023","11","21","","","","52.546812","-1.991532",
"HSJK CONVENIENCE STORE LTD","14368609","Active","Private limited company","","","","47110","21 Jayne Close West Bromwich B71 3LP","B71 3LP","47","2022","9","21","","","","52.545271","-1.982851",
"MORRIS SS CLEANING LTD","15306045","Active","Private limited company","","","","81210","Flat 94 Camberley Beaconview Road West Bromwich B71 3PF","B71 3PF","81","2023","11","23","","","","52.547227","-1.9741316000000002",
"PS SERVICES PLUS LTD","14362116","Active","Private limited company","","","","53202","94 Hall Green Road West Bromwich B71 3LB","B71 3LB","53","2022","9","16","","","","52.545271","-1.982851",
"EKHI BHULS LIMITED","14395775","Active","Private limited company","","","","96090","65 St. Stephens Road West Bromwich B71 4LP","B71 4LP","96","2022","10","4","","","","52.507205","-1.9620573999999997",
"LOVEJEET INVESTMENT LTD","14894374","Active","Private limited company","","","","68209","33 Vowles Road West Bromwich B71 1AT","B71 1AT","68","2023","5","25","","","","52.533381999999996","-1.990237",
"CH ASIM LTD","15239476","Active","Private limited company","","","","47910","26 Monmouth Drive West Bromwich B71 2SU","B71 2SU","47","2023","10","26","","","","52.53820166666667","-2.0026816666666662",
"NARCI TRANS LIMITED","15337270","Active","Private limited company","","","","49410","Flat 62 Camberley Beaconview Road West Bromwich B71 3PE","B71 3PE","49","2023","12","8","","","","52.547227","-1.9741316000000002",
"MRDRYLINING LIMITED","15388324","Active","Private limited company","","","","43999","10 Graham Road West Bromwich B71 4ED","B71 4ED","43","2024","1","4","","","","52.52448019999999","-1.988599",
"ISHTIAK HOSSAIN LIMITED","15162128","Active","Private limited company","","","","47910","1305 Camberley West Bromwich West Midlands B71 3PE","B71 3PE","47","2023","9","25","","","","52.54575","-1.97434",
"EUROWISE LIMITED","14451543","Active","Private limited company","","","","46900","10 Ridgeacre Trade Park Church Lane West Bromwich B71 1BY","B71 1BY","46","2022","10","31","","","","52.5317444375","-2.004864375",
"KHELA GROUP LIMITED","14750199","Active","Private limited company","","","","64209","12 Birmingham Road West Bromwich B71 4JZ","B71 4JZ","64","2023","3","22","","","","52.5096906","-1.9652818000000003",
"JASLEEN CONSTRUCTION LIMITED","13970056","Active","Private limited company","","","","42110 42990 43290 43999","37 Canterbury Road West Bromwich B71 2LD","B71 2LD","42  43 ","2022","3","11","","","","52.5441","-1.984462",
"MB SOLUTION TEAM LTD","14703438","Active","Private limited company","","","","41202","101 St. Stephens Road West Bromwich B71 4LP","B71 4LP","41","2023","3","3","","","","52.507205","-1.9620573999999997",
"SIMRAN TRANSPORT LTD","15178618","Active","Private limited company","","","","49410","36 James Watt Street West Bromwich B71 2AH","B71 2AH","49","2023","9","30","","","","52.539912","-2.004194",
"CL 688 LIMITED","14246817","Active","Private limited company","","","","56103","17 Vicarage Road West Bromwich B71 1AN","B71 1AN","56","2022","7","20","","","","52.534163","-1.9900558571428573",
"KARTAR TRANSPORT LIMITED","14699737","Active","Private limited company","","","","49410","59 Gladstone Street West Bromwich B71 1EQ","B71 1EQ","49","2023","3","2","","","","52.5273964","-1.994313",
"NICHOLAS ABRAHAM LIMITED","15601911","Active","Private limited company","","","","47910","19 Crankhall Lane West Bromwich B71 3JY","B71 3JY","47","2024","3","28","","","","52.546958","-1.991539",
"PLACED WITH US LTD","15463858","Active","Private limited company","","","","70229","47 Walsall Road West Bromwich B71 3HE","B71 3HE","70","2024","2","4","","","","52.54456","-1.983918",
"B.I. BUILDERS LTD","15466789","Active","Private limited company","","","","41202","48 Crockford Road West Bromwich B71 2ET","B71 2ET","41","2024","2","5","","","","52.54669205555556","-1.9933231944444445",
"MORDEN WINDOWS LTD","14580650","Active","Private limited company","","","","43342","73 Denbigh Drive West Bromwich B71 2RY","B71 2RY","43","2023","1","9","","","","52.53941","-1.999357",
"UK ACCOUNTING SERVICES LIMITED","15472310","Active","Private limited company","","","","69201 69202 69203","21 Brett Street West Bromwich B71 1SD","B71 1SD","69  ","2024","2","7","","","","52.5296584","-2.0060748",
"ARVIK ENDEAVOUR LTD","15464868","Active","Private limited company","","","","47910","59 Walsall Road West Bromwich B71 3HE","B71 3HE","47","2024","2","4","","","","52.544926","-1.983152",
"ALPHAVISION LTD","15496377","Active","Private limited company","","","","47710 59112 74201 74202","50 The Heights Walsall Road West Bromwich B71 3AZ","B71 3AZ","47 59 74 ","2024","2","17","","","","52.5456731","-1.9838703",
"PAW PALS LTD","15495707","Active","Private limited company","","","","47990","59 Denbigh Drive West Bromwich B71 2RL","B71 2RL","47","2024","2","16","","","","52.53941","-1.999357",
"KOHINOOR ROOFING LTD","15497184","Active","Private limited company","","","","43910","31 Jubilee Street West Bromwich B71 2DQ","B71 2DQ","43","2024","2","17","","","","52.540132199999995","-1.9913984",
"SJS UK SERVICES LTD","14101437","Active","Private limited company","","","","41201","4 Lewisham Street West Bromwich B71 4FE","B71 4FE","41","2022","5","11","","","","52.5256279","-1.9877949",
"S.C PLUM8ING LTD","15502756","Active","Private limited by guarantee without share capital","","","","43220","100 Scafell Way West Bromwich B71 1DQ","B71 1DQ","43","2024","2","19","","","","52.533939818181814","-1.9988715454545452",
"EDER HOLDING LIMITED","15501005","Active","Private limited company","","","","64209","41 Brindley Road West Bromwich B71 2ND","B71 2ND","64","2024","2","18","","","","52.54265160000001","-2.0031242",
"WALSALL CONSTRUCTION MIDLANDS LIMITED","15506507","Active","Private limited company","","","","41201 41202 43290 43999","114 Walsall Road West Bromwich B71 3HN","B71 3HN","41  43 ","2024","2","20","","","","52.54456","-1.983918",
"INSHRAH GLAMOUR HUB LIMITED","15477548","Active","Private limited company","","","","47750","32 Kiniths Way West Bromwich B71 4BP","B71 4BP","47","2024","2","9","","","","52.5279122","-1.9832022999999999",
"ELIM-PRAISE HEALTHCARE LTD","13849692","Active","Private limited company","","","","78200 87200 87300 87900","105 Grafton Road West Bromwich B71 4EG","B71 4EG","78 87  ","2022","1","14","","","","52.52448019999999","-1.988599",
"AKJ RELOCATION COMPANY LTD","15515811","Active","Private limited company","","","","55209","11 Allerton Lane West Bromwich B71 2HR","B71 2HR","55","2024","2","23","","","","52.5408551","-2.0000006",
"SERVICES NG LTD","14110301","Active","Private limited company","","","","47190","2 Scafell Way West Bromwich B71 1DQ","B71 1DQ","47","2022","5","16","","","","52.533939818181814","-1.9988715454545452",
"GVDROPS LTD","15459723","Active","Private limited company","","","","96090","5 Francis Ward Close West Bromwich B71 2PY","B71 2PY","96","2024","2","1","","","","52.5434019","-2.0147596",
"BADHAN LIMITED","15460263","Active","Private limited company","","","","64306 68100 68209","47 Beaconsfield Street West Bromwich B71 1PU","B71 1PU","64 68 ","2024","2","1","","","","52.5275714","-1.9918378",
"ABSB LIMITED","14608680","Active","Private limited company","","","","43999 46900 52103","85 Canterbury Road West Bromwich B71 2LF","B71 2LF","43 46 52","2023","1","21","","","","52.5441","-1.984462",
"DINAMIC COSNTRUCT LTD","14623176","Active","Private limited company","","","","41202","18 Nelson Street West Bromwich B71 1EE","B71 1EE","41","2023","1","28","","","","52.5260582","-1.9938968000000004",
"FRANCIS FOTOS UK LIMITED","14623241","Active","Private limited company","","","","90030","Francis Fotos Uk Limited Francis Fotos Uk Limited West Bromwich B71 3TE","B71 3TE","90","2023","1","28","","","","52.54191","-1.9711",
"MANDIPROV LTD","15439307","Active","Private limited company","","","","47410","28 Churchfields Way West Bromwich B71 4FF","B71 4FF","47","2024","1","24","","","","52.53235","-1.9857",
"VIRGIL RUDOLF TEUTONIC LTD","15523899","Active","Private limited company","","","","10110","85 Stanley Road West Bromwich B71 3JQ","B71 3JQ","10","2024","2","27","","","","52.546812","-1.991532",
